,REF_DATE,GEO,DGUID,Offences,Age_of_accused,Sex_of_accused,Charge_and_case,Type_of_decision,VECTOR,COORDINATE,VALUE
19835,2013,Manitoba,2016A000246,Fail to appear,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61313122,8.23.2.5.5.4,0.41
19836,2013,Manitoba,2016A000246,Fail to appear,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60364286,8.23.2.5.5.6,35.0
19837,2013,Manitoba,2016A000246,Fail to appear,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60364452,8.23.3.5.3.3,1.0
19838,2013,Manitoba,2016A000246,Fail to appear,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61313140,8.23.3.5.3.4,0.25
19839,2013,Manitoba,2016A000246,Fail to appear,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60364454,8.23.3.5.3.6,3.0
19840,2013,Manitoba,2016A000246,Fail to appear,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60364458,8.23.3.5.4.3,1.0
19841,2013,Manitoba,2016A000246,Fail to appear,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313141,8.23.3.5.4.4,1.0
19842,2013,Manitoba,2016A000246,Fail to appear,16 and 17 years,Sex unknown,Related charges,Guilty,v60364464,8.23.3.5.5.3,46.0
19843,2013,Manitoba,2016A000246,Fail to appear,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61313142,8.23.3.5.5.4,0.65
19844,2013,Manitoba,2016A000246,Fail to appear,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60364466,8.23.3.5.5.6,25.0
19845,2013,Manitoba,2016A000246,Fail to appear,Other ages,Sex unknown,Single-charge cases,Stayed or withdrawn,v60364634,8.23.4.5.3.6,2.0
19846,2013,Manitoba,2016A000246,Fail to appear,Other ages,Sex unknown,Multiple-charge cases,Guilty,v60364638,8.23.4.5.4.3,1.0
19847,2013,Manitoba,2016A000246,Fail to appear,Other ages,Sex unknown,Multiple-charge cases,Percentage guilty,v61313161,8.23.4.5.4.4,1.0
19848,2013,Manitoba,2016A000246,Fail to appear,Other ages,Sex unknown,Related charges,Guilty,v60364644,8.23.4.5.5.3,5.0
19849,2013,Manitoba,2016A000246,Fail to appear,Other ages,Sex unknown,Related charges,Percentage guilty,v61313162,8.23.4.5.5.4,0.45
19850,2013,Manitoba,2016A000246,Fail to appear,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60364646,8.23.4.5.5.6,6.0
19851,2013,Manitoba,2016A000246,Breach of probation,12 to 15 years,Sex unknown,Single-charge cases,Guilty,v60365292,8.24.2.5.3.3,2.0
19852,2013,Manitoba,2016A000246,Breach of probation,12 to 15 years,Sex unknown,Single-charge cases,Percentage guilty,v61313230,8.24.2.5.3.4,0.4
19853,2013,Manitoba,2016A000246,Breach of probation,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60365294,8.24.2.5.3.6,3.0
19854,2013,Manitoba,2016A000246,Breach of probation,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60365298,8.24.2.5.4.3,11.0
19855,2013,Manitoba,2016A000246,Breach of probation,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313231,8.24.2.5.4.4,0.85
19856,2013,Manitoba,2016A000246,Breach of probation,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60365300,8.24.2.5.4.6,2.0
19857,2013,Manitoba,2016A000246,Breach of probation,12 to 15 years,Sex unknown,Related charges,Guilty,v60365304,8.24.2.5.5.3,31.0
19858,2013,Manitoba,2016A000246,Breach of probation,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61313232,8.24.2.5.5.4,0.3
19859,2013,Manitoba,2016A000246,Breach of probation,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60365306,8.24.2.5.5.6,74.0
19860,2013,Manitoba,2016A000246,Breach of probation,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60365472,8.24.3.5.3.3,4.0
19861,2013,Manitoba,2016A000246,Breach of probation,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61313250,8.24.3.5.3.4,0.8
19862,2013,Manitoba,2016A000246,Breach of probation,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60365474,8.24.3.5.3.6,1.0
19863,2013,Manitoba,2016A000246,Breach of probation,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60365478,8.24.3.5.4.3,19.0
19864,2013,Manitoba,2016A000246,Breach of probation,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313251,8.24.3.5.4.4,0.83
19865,2013,Manitoba,2016A000246,Breach of probation,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60365480,8.24.3.5.4.6,4.0
19866,2013,Manitoba,2016A000246,Breach of probation,16 and 17 years,Sex unknown,Related charges,Guilty,v60365484,8.24.3.5.5.3,34.0
19867,2013,Manitoba,2016A000246,Breach of probation,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61313252,8.24.3.5.5.4,0.3
19868,2013,Manitoba,2016A000246,Breach of probation,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60365486,8.24.3.5.5.6,81.0
19869,2013,Manitoba,2016A000246,Breach of probation,Other ages,Sex unknown,Single-charge cases,Guilty,v60365652,8.24.4.5.3.3,1.0
19870,2013,Manitoba,2016A000246,Breach of probation,Other ages,Sex unknown,Single-charge cases,Percentage guilty,v61313270,8.24.4.5.3.4,0.5
19871,2013,Manitoba,2016A000246,Breach of probation,Other ages,Sex unknown,Single-charge cases,Stayed or withdrawn,v60365654,8.24.4.5.3.6,1.0
19872,2013,Manitoba,2016A000246,Breach of probation,Other ages,Sex unknown,Multiple-charge cases,Guilty,v60365658,8.24.4.5.4.3,9.0
19873,2013,Manitoba,2016A000246,Breach of probation,Other ages,Sex unknown,Multiple-charge cases,Percentage guilty,v61313271,8.24.4.5.4.4,0.75
19874,2013,Manitoba,2016A000246,Breach of probation,Other ages,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60365660,8.24.4.5.4.6,3.0
19875,2013,Manitoba,2016A000246,Breach of probation,Other ages,Sex unknown,Related charges,Guilty,v60365664,8.24.4.5.5.3,8.0
19876,2013,Manitoba,2016A000246,Breach of probation,Other ages,Sex unknown,Related charges,Percentage guilty,v61313272,8.24.4.5.5.4,0.29
19877,2013,Manitoba,2016A000246,Breach of probation,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60365666,8.24.4.5.5.6,20.0
19878,2013,Manitoba,2016A000246,Unlawfully at large,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60366318,8.25.2.5.4.3,2.0
19879,2013,Manitoba,2016A000246,Unlawfully at large,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313341,8.25.2.5.4.4,1.0
19880,2013,Manitoba,2016A000246,Unlawfully at large,12 to 15 years,Sex unknown,Related charges,Guilty,v60366324,8.25.2.5.5.3,1.0
19881,2013,Manitoba,2016A000246,Unlawfully at large,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61313342,8.25.2.5.5.4,0.33
19882,2013,Manitoba,2016A000246,Unlawfully at large,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60366326,8.25.2.5.5.6,2.0
19883,2013,Manitoba,2016A000246,Unlawfully at large,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60366492,8.25.3.5.3.3,1.0
19884,2013,Manitoba,2016A000246,Unlawfully at large,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61313360,8.25.3.5.3.4,0.5
19885,2013,Manitoba,2016A000246,Unlawfully at large,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60366494,8.25.3.5.3.6,1.0
19886,2013,Manitoba,2016A000246,Unlawfully at large,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60366498,8.25.3.5.4.3,3.0
19887,2013,Manitoba,2016A000246,Unlawfully at large,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313361,8.25.3.5.4.4,1.0
19888,2013,Manitoba,2016A000246,Unlawfully at large,16 and 17 years,Sex unknown,Related charges,Guilty,v60366504,8.25.3.5.5.3,1.0
19889,2013,Manitoba,2016A000246,Unlawfully at large,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61313362,8.25.3.5.5.4,0.17
19890,2013,Manitoba,2016A000246,Unlawfully at large,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60366506,8.25.3.5.5.6,5.0
19891,2013,Manitoba,2016A000246,Fail to comply with order,12 to 15 years,Sex unknown,Single-charge cases,Guilty,v60367332,8.26.2.5.3.3,3.0
19892,2013,Manitoba,2016A000246,Fail to comply with order,12 to 15 years,Sex unknown,Single-charge cases,Percentage guilty,v61313450,8.26.2.5.3.4,0.19
19893,2013,Manitoba,2016A000246,Fail to comply with order,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60367334,8.26.2.5.3.6,13.0
19894,2013,Manitoba,2016A000246,Fail to comply with order,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60367338,8.26.2.5.4.3,85.0
19895,2013,Manitoba,2016A000246,Fail to comply with order,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313451,8.26.2.5.4.4,0.82
19896,2013,Manitoba,2016A000246,Fail to comply with order,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60367340,8.26.2.5.4.6,19.0
19897,2013,Manitoba,2016A000246,Fail to comply with order,12 to 15 years,Sex unknown,Related charges,Guilty,v60367344,8.26.2.5.5.3,462.0
19898,2013,Manitoba,2016A000246,Fail to comply with order,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61313452,8.26.2.5.5.4,0.32
19899,2013,Manitoba,2016A000246,Fail to comply with order,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60367346,8.26.2.5.5.6,996.0
19900,2013,Manitoba,2016A000246,Fail to comply with order,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60367512,8.26.3.5.3.3,9.0
19901,2013,Manitoba,2016A000246,Fail to comply with order,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61313470,8.26.3.5.3.4,0.36
19902,2013,Manitoba,2016A000246,Fail to comply with order,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60367514,8.26.3.5.3.6,16.0
19903,2013,Manitoba,2016A000246,Fail to comply with order,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60367518,8.26.3.5.4.3,120.0
19904,2013,Manitoba,2016A000246,Fail to comply with order,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313471,8.26.3.5.4.4,0.78
19905,2013,Manitoba,2016A000246,Fail to comply with order,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60367520,8.26.3.5.4.6,33.0
19906,2013,Manitoba,2016A000246,Fail to comply with order,16 and 17 years,Sex unknown,Related charges,Guilty,v60367524,8.26.3.5.5.3,517.0
19907,2013,Manitoba,2016A000246,Fail to comply with order,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61313472,8.26.3.5.5.4,0.32
19908,2013,Manitoba,2016A000246,Fail to comply with order,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60367526,8.26.3.5.5.6,1092.0
19909,2013,Manitoba,2016A000246,Fail to comply with order,Other ages,Sex unknown,Single-charge cases,Guilty,v60367692,8.26.4.5.3.3,1.0
19910,2013,Manitoba,2016A000246,Fail to comply with order,Other ages,Sex unknown,Single-charge cases,Percentage guilty,v61313490,8.26.4.5.3.4,0.14
19911,2013,Manitoba,2016A000246,Fail to comply with order,Other ages,Sex unknown,Single-charge cases,Stayed or withdrawn,v60367694,8.26.4.5.3.6,6.0
19912,2013,Manitoba,2016A000246,Fail to comply with order,Other ages,Sex unknown,Multiple-charge cases,Guilty,v60367698,8.26.4.5.4.3,31.0
19913,2013,Manitoba,2016A000246,Fail to comply with order,Other ages,Sex unknown,Multiple-charge cases,Percentage guilty,v61313491,8.26.4.5.4.4,0.79
19914,2013,Manitoba,2016A000246,Fail to comply with order,Other ages,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60367700,8.26.4.5.4.6,8.0
19915,2013,Manitoba,2016A000246,Fail to comply with order,Other ages,Sex unknown,Related charges,Guilty,v60367704,8.26.4.5.5.3,237.0
19916,2013,Manitoba,2016A000246,Fail to comply with order,Other ages,Sex unknown,Related charges,Percentage guilty,v61313492,8.26.4.5.5.4,0.4
19917,2013,Manitoba,2016A000246,Fail to comply with order,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60367706,8.26.4.5.5.6,353.0
19918,2013,Manitoba,2016A000246,Other administration of justice,12 to 15 years,Sex unknown,Single-charge cases,Guilty,v60368352,8.27.2.5.3.3,1.0
19919,2013,Manitoba,2016A000246,Other administration of justice,12 to 15 years,Sex unknown,Single-charge cases,Percentage guilty,v61313560,8.27.2.5.3.4,0.5
19920,2013,Manitoba,2016A000246,Other administration of justice,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60368354,8.27.2.5.3.6,1.0
19921,2013,Manitoba,2016A000246,Other administration of justice,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60368358,8.27.2.5.4.3,10.0
19922,2013,Manitoba,2016A000246,Other administration of justice,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313561,8.27.2.5.4.4,0.83
19923,2013,Manitoba,2016A000246,Other administration of justice,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60368360,8.27.2.5.4.6,2.0
19924,2013,Manitoba,2016A000246,Other administration of justice,12 to 15 years,Sex unknown,Related charges,Guilty,v60368364,8.27.2.5.5.3,17.0
19925,2013,Manitoba,2016A000246,Other administration of justice,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61313562,8.27.2.5.5.4,0.44
19926,2013,Manitoba,2016A000246,Other administration of justice,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60368366,8.27.2.5.5.6,22.0
19927,2013,Manitoba,2016A000246,Other administration of justice,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60368532,8.27.3.5.3.3,2.0
19928,2013,Manitoba,2016A000246,Other administration of justice,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61313580,8.27.3.5.3.4,0.4
19929,2013,Manitoba,2016A000246,Other administration of justice,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60368534,8.27.3.5.3.6,3.0
19930,2013,Manitoba,2016A000246,Other administration of justice,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60368538,8.27.3.5.4.3,20.0
19931,2013,Manitoba,2016A000246,Other administration of justice,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313581,8.27.3.5.4.4,0.91
19932,2013,Manitoba,2016A000246,Other administration of justice,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60368540,8.27.3.5.4.6,2.0
19933,2013,Manitoba,2016A000246,Other administration of justice,16 and 17 years,Sex unknown,Related charges,Guilty,v60368544,8.27.3.5.5.3,27.0
19934,2013,Manitoba,2016A000246,Other administration of justice,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61313582,8.27.3.5.5.4,0.47
19935,2013,Manitoba,2016A000246,Other administration of justice,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60368546,8.27.3.5.5.6,31.0
19936,2013,Manitoba,2016A000246,Other administration of justice,Other ages,Sex unknown,Single-charge cases,Guilty,v60368712,8.27.4.5.3.3,1.0
19937,2013,Manitoba,2016A000246,Other administration of justice,Other ages,Sex unknown,Single-charge cases,Percentage guilty,v61313600,8.27.4.5.3.4,0.5
19938,2013,Manitoba,2016A000246,Other administration of justice,Other ages,Sex unknown,Single-charge cases,Stayed or withdrawn,v60368714,8.27.4.5.3.6,1.0
19939,2013,Manitoba,2016A000246,Other administration of justice,Other ages,Sex unknown,Multiple-charge cases,Guilty,v60368718,8.27.4.5.4.3,8.0
19940,2013,Manitoba,2016A000246,Other administration of justice,Other ages,Sex unknown,Multiple-charge cases,Percentage guilty,v61313601,8.27.4.5.4.4,1.0
19941,2013,Manitoba,2016A000246,Other administration of justice,Other ages,Sex unknown,Related charges,Guilty,v60368724,8.27.4.5.5.3,10.0
19942,2013,Manitoba,2016A000246,Other administration of justice,Other ages,Sex unknown,Related charges,Percentage guilty,v61313602,8.27.4.5.5.4,0.48
19943,2013,Manitoba,2016A000246,Other administration of justice,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60368726,8.27.4.5.5.6,11.0
19944,2013,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Single-charge cases,Guilty,v60369372,8.28.2.5.3.3,5.0
19945,2013,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Single-charge cases,Percentage guilty,v61313670,8.28.2.5.3.4,0.45
19946,2013,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60369374,8.28.2.5.3.6,6.0
19947,2013,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Multiple-charge cases,Guilty,v60369378,8.28.2.5.4.3,57.0
19948,2013,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313671,8.28.2.5.4.4,0.74
19949,2013,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60369380,8.28.2.5.4.6,20.0
19950,2013,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Related charges,Guilty,v60369384,8.28.2.5.5.3,53.0
19951,2013,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Related charges,Percentage guilty,v61313672,8.28.2.5.5.4,0.15
19952,2013,Manitoba,2016A000246,Other Criminal Code,12 to 15 years,Sex unknown,Related charges,Stayed or withdrawn,v60369386,8.28.2.5.5.6,291.0
19953,2013,Manitoba,2016A000246,Other Criminal Code,16 and 17 years,Sex unknown,Single-charge cases,Guilty,v60369552,8.28.3.5.3.3,5.0
19954,2013,Manitoba,2016A000246,Other Criminal Code,16 and 17 years,Sex unknown,Single-charge cases,Percentage guilty,v61313690,8.28.3.5.3.4,0.45
19955,2013,Manitoba,2016A000246,Other Criminal Code,16 and 17 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60369554,8.28.3.5.3.6,6.0
19956,2013,Manitoba,2016A000246,Other Criminal Code,16 and 17 years,Sex unknown,Multiple-charge cases,Guilty,v60369558,8.28.3.5.4.3,74.0
19957,2013,Manitoba,2016A000246,Other Criminal Code,16 and 17 years,Sex unknown,Multiple-charge cases,Percentage guilty,v61313691,8.28.3.5.4.4,0.76
19958,2013,Manitoba,2016A000246,Other Criminal Code,16 and 17 years,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60369560,8.28.3.5.4.6,23.0
19959,2013,Manitoba,2016A000246,Other Criminal Code,16 and 17 years,Sex unknown,Related charges,Guilty,v60369564,8.28.3.5.5.3,74.0
19960,2013,Manitoba,2016A000246,Other Criminal Code,16 and 17 years,Sex unknown,Related charges,Percentage guilty,v61313692,8.28.3.5.5.4,0.2
19961,2013,Manitoba,2016A000246,Other Criminal Code,16 and 17 years,Sex unknown,Related charges,Acquitted,v60369565,8.28.3.5.5.5,2.0
19962,2013,Manitoba,2016A000246,Other Criminal Code,16 and 17 years,Sex unknown,Related charges,Stayed or withdrawn,v60369566,8.28.3.5.5.6,290.0
19963,2013,Manitoba,2016A000246,Other Criminal Code,Other ages,Sex unknown,Single-charge cases,Guilty,v60369732,8.28.4.5.3.3,3.0
19964,2013,Manitoba,2016A000246,Other Criminal Code,Other ages,Sex unknown,Single-charge cases,Percentage guilty,v61313710,8.28.4.5.3.4,0.75
19965,2013,Manitoba,2016A000246,Other Criminal Code,Other ages,Sex unknown,Single-charge cases,Stayed or withdrawn,v60369734,8.28.4.5.3.6,1.0
19966,2013,Manitoba,2016A000246,Other Criminal Code,Other ages,Sex unknown,Multiple-charge cases,Guilty,v60369738,8.28.4.5.4.3,12.0
19967,2013,Manitoba,2016A000246,Other Criminal Code,Other ages,Sex unknown,Multiple-charge cases,Percentage guilty,v61313711,8.28.4.5.4.4,0.86
19968,2013,Manitoba,2016A000246,Other Criminal Code,Other ages,Sex unknown,Multiple-charge cases,Stayed or withdrawn,v60369740,8.28.4.5.4.6,2.0
19969,2013,Manitoba,2016A000246,Other Criminal Code,Other ages,Sex unknown,Related charges,Guilty,v60369744,8.28.4.5.5.3,13.0
19970,2013,Manitoba,2016A000246,Other Criminal Code,Other ages,Sex unknown,Related charges,Percentage guilty,v61313712,8.28.4.5.5.4,0.32
19971,2013,Manitoba,2016A000246,Other Criminal Code,Other ages,Sex unknown,Related charges,Stayed or withdrawn,v60369746,8.28.4.5.5.6,28.0
19972,2013,Manitoba,2016A000246,Weapons,12 to 15 years,Sex unknown,Single-charge cases,Guilty,v60370392,8.29.2.5.3.3,3.0
19973,2013,Manitoba,2016A000246,Weapons,12 to 15 years,Sex unknown,Single-charge cases,Percentage guilty,v61313780,8.29.2.5.3.4,0.5
19974,2013,Manitoba,2016A000246,Weapons,12 to 15 years,Sex unknown,Single-charge cases,Stayed or withdrawn,v60370394,8.29.2.5.3.6,3.0
